renderedObject,renderTime,gpuName,gpuBackend,peakMemory,releaseYear,baseClock,boostClock,textureRate,pixelRate,architecture,memoryType,generation,busInterface,rtCores,tensorCores
bmw27,225.155,GeForce GTX 1650,CUDA,146,2019,1485.0,1665.0,93.24,53.28,Turing,GDDR5,GeForce 16,PCIe 3.0 x16,0,0
bmw27,61.5309,GeForce GTX 1080 Ti,CUDA,146,2017,1481.0,1582.0,354.4,139.2,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,51.7719,GeForce RTX 2070 SUPER,CUDA,146,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,152.479,GeForce GTX 1060 6GB,CUDA,146,2016,1506.0,1709.0,136.7,82.03,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,1002.15,GeForce GT 750M,CUDA,146,2013,941.0,967.0,30.94,7.736,Kepler,GDDR5,GeForce 700M,PCIe 3.0 x16,0,0
classroom,723.189,GeForce GTX 1050 Ti,CUDA,352.53,2016,1291.0,1392.0,66.82,44.54,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,56.9332,GeForce RTX 2080 SUPER,CUDA,146,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,28.2469,GeForce RTX 2080 SUPER,OPTIX,131.12,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,147.969,Radeon Pro Duo,OPENCL,1711.1,2016,1000.0,1000.0,256.0,64.0,GCN 3.0,HBM,Radeon Pro GCN,PCIe 3.0 x16,0,0
classroom,328.466,Radeon Pro Duo,OPENCL,1955.46,2016,1000.0,1000.0,256.0,64.0,GCN 3.0,HBM,Radeon Pro GCN,PCIe 3.0 x16,0,0
fishy_cat,236.887,Radeon Pro Duo,OPENCL,2273.32,2016,1000.0,1000.0,256.0,64.0,GCN 3.0,HBM,Radeon Pro GCN,PCIe 3.0 x16,0,0
bmw27,64.0576,GeForce GTX 1080 Ti,CUDA,146,2017,1481.0,1582.0,354.4,139.2,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,100.59,GeForce GTX TITAN X,CUDA,146,2015,1000.0,1089.0,209.1,104.5,Maxwell 2.0,GDDR5,GeForce 900,PCIe 3.0 x16,0,0
bmw27,65.5091,GeForce RTX 2060 SUPER,CUDA,146,2019,1470.0,1650.0,224.4,105.6,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,34,272
classroom,330.784,GeForce GTX TITAN X,CUDA,352.53,2015,1000.0,1089.0,209.1,104.5,Maxwell 2.0,GDDR5,GeForce 900,PCIe 3.0 x16,0,0
bmw27,96.2484,GeForce GTX 1660 Ti with Max-Q Design,CUDA,146,2019,1140.0,1335.0,128.2,64.08,Turing,GDDR6,GeForce 16 Mobile,PCIe 3.0 x16,0,0
bmw27,93.587,GeForce GTX 1080,CUDA,146,2016,1607.0,1733.0,277.3,110.9,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,39.2242,GeForce RTX 2080 Ti,CUDA,146,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
bmw27,71.0249,GeForce RTX 2070,CUDA,146,2018,1410.0,1620.0,233.3,103.7,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,36,288
classroom,338.413,GeForce GTX 1660 SUPER,CUDA,352.53,2019,1530.0,1785.0,157.1,85.68,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
bmw27,198.618,Radeon RX 470 Graphics,OPENCL,1711.1,2016,926.0,1206.0,154.4,38.59,GCN 4.0,GDDR5,Arctic Islands(RX 400),PCIe 3.0 x16,0,0
bmw27,72.9765,GeForce RTX 2070,CUDA,146,2018,1410.0,1620.0,233.3,103.7,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,36,288
bmw27,35.4851,GeForce RTX 2070,OPTIX,131.12,2018,1410.0,1620.0,233.3,103.7,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,36,288
fishy_cat,169.001,AMD Radeon RX 5600 XT,OPENCL,2589.93,2020,1130.0,1560.0,224.6,99.84,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
classroom,169.24,GeForce RTX 2070,OPTIX,345.29,2018,1410.0,1620.0,233.3,103.7,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,36,288
fishy_cat,167.907,AMD Radeon RX 5600 XT,OPENCL,2589.93,2020,1130.0,1560.0,224.6,99.84,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,78.3139,AMD Radeon RX 5700 XT,OPENCL,2180.86,2019,1605.0,1905.0,304.8,121.9,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,35.8371,GeForce RTX 2060,OPTIX,131.12,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,70.2932,GeForce RTX 2060,CUDA,146,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,35.4088,GeForce RTX 2060,OPTIX,131.12,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,63.4011,GeForce RTX 2060 SUPER,CUDA,146,2019,1470.0,1650.0,224.4,105.6,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,34,272
classroom,1722.72,GeForce MX150,CUDA,352.53,2017,1469.0,1532.0,36.77,24.51,Pascal,GDDR5,GeForce MX(1xx),PCIe 3.0 x4,0,0
bmw27,19.1516,GeForce RTX 2080 Ti,OPTIX,131.12,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
bmw27,66.3742,GeForce RTX 2070 Super,CUDA,146,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,25.8566,GeForce RTX 2070 Super,OPTIX,131.12,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,50.1977,GeForce RTX 2080,CUDA,146,2018,1515.0,1710.0,314.6,109.4,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,46,368
bmw27,65.7775,GeForce RTX 2060 SUPER,CUDA,146,2019,1470.0,1650.0,224.4,105.6,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,34,272
bmw27,54.1846,GeForce RTX 2070 SUPER,CUDA,146,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,109.876,GeForce GTX 1070,CUDA,146,2016,1506.0,1683.0,202.0,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,25.0426,GeForce RTX 2080,OPTIX,131.12,2018,1515.0,1710.0,314.6,109.4,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,46,368
classroom,159.889,GeForce RTX 2080,CUDA,352.53,2018,1515.0,1710.0,314.6,109.4,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,46,368
classroom,92.0692,GeForce RTX 2080,OPTIX,345.29,2018,1515.0,1710.0,314.6,109.4,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,46,368
bmw27,49.7121,GeForce RTX 2070 SUPER,CUDA,146,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,38.3171,GeForce RTX 2080 Ti,CUDA,146,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
bmw27,92.1365,AMD Radeon RX 5700 XT,OPENCL,2137.69,2019,1605.0,1905.0,304.8,121.9,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,321.138,GeForce GTX 1050,CUDA,146,2016,1354.0,1455.0,58.2,46.56,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,89.4849,GeForce GTX 1080,CUDA,146,2016,1607.0,1733.0,277.3,110.9,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,188.307,Radeon RX 570 Series,OPENCL,2149.18,2017,1168.0,1244.0,159.2,39.81,GCN 4.0,GDDR5,Polaris(RX 500),PCIe 3.0 x16,0,0
bmw27,171.848,Radeon RX 480 Graphics,OPENCL,2137.69,2016,1120.0,1266.0,182.3,40.51,GCN 4.0,GDDR5,Arctic Islands(RX 400),PCIe 3.0 x16,0,0
bmw27,102.156,GeForce GTX 1070,CUDA,146,2016,1506.0,1683.0,202.0,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,123.799,AMD Radeon RX 5600 XT,OPENCL,2137.69,2020,1130.0,1560.0,224.6,99.84,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
classroom,161.506,GeForce RTX 2080 SUPER,CUDA,352.53,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,62.39,GeForce GTX 1080 Ti,CUDA,146,2017,1481.0,1582.0,354.4,139.2,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
koro,109.993,AMD Radeon RX 5600 XT,OPENCL,2357.24,2020,1130.0,1560.0,224.6,99.84,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
classroom,260.081,AMD Radeon RX 5600 XT,OPENCL,2263.94,2020,1130.0,1560.0,224.6,99.84,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,44.938,GeForce RTX 2080 Ti,CUDA,146,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
bmw27,995.665,Quadro P400,CUDA,146,2017,1228.0,1252.0,20.03,20.03,Pascal,GDDR5,Quadro Pascal(Px000),PCIe 3.0 x16,0,0
bmw27,77.771,GeForce RTX 2060,CUDA,146,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,187.979,Radeon RX 570 Series,OPENCL,2149.18,2017,1168.0,1244.0,159.2,39.81,GCN 4.0,GDDR5,Polaris(RX 500),PCIe 3.0 x16,0,0
bmw27,78.0484,AMD Radeon RX 5700 XT,OPENCL,2149.18,2019,1605.0,1905.0,304.8,121.9,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,25.2828,GeForce RTX 2080 SUPER,OPTIX,131.12,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,188.945,Radeon RX 570 Series,OPENCL,2149.18,2017,1168.0,1244.0,159.2,39.81,GCN 4.0,GDDR5,Polaris(RX 500),PCIe 3.0 x16,0,0
koro,762.572,GeForce GTX 770,CUDA,451.59,2013,1046.0,1085.0,138.9,34.72,Kepler,GDDR5,GeForce 700,PCIe 3.0 x16,0,0
bmw27,147.488,Radeon Pro Duo,OPENCL,1711.1,2016,1000.0,1000.0,256.0,64.0,GCN 3.0,HBM,Radeon Pro GCN,PCIe 3.0 x16,0,0
bmw27,120.206,GeForce GTX 780 Ti,CUDA,146,2013,875.0,928.0,222.7,55.68,Kepler,GDDR5,GeForce 700,PCIe 3.0 x16,0,0
bmw27,25.7822,GeForce RTX 2070 SUPER,OPTIX,131.12,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,38.6315,GeForce RTX 2080 Ti,CUDA,146,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
bmw27,174.85,Radeon RX 580 Series,OPENCL,2149.18,2017,1257.0,1340.0,193.0,42.88,GCN 4.0,GDDR5,Polaris(RX 500),PCIe 3.0 x16,0,0
bmw27,76.3097,GeForce RTX 2060,CUDA,146,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,67.0395,GeForce GTX 1080 Ti,CUDA,146,2017,1481.0,1582.0,354.4,139.2,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,53.8608,GeForce RTX 2080 SUPER,CUDA,146,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,25.3193,GeForce RTX 2070 SUPER,OPTIX,131.12,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,19.1169,GeForce RTX 2080 Ti,OPTIX,131.12,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
bmw27,17.1589,GeForce RTX 2080 Ti,OPTIX,131.12,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
classroom,307.785,GeForce RTX 2060,CUDA,352.53,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,66.5633,GeForce RTX 2060 SUPER,CUDA,146,2019,1470.0,1650.0,224.4,105.6,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,34,272
bmw27,38.5587,GeForce RTX 2080 Ti,CUDA,146,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
bmw27,50.8048,GeForce RTX 2070 SUPER,CUDA,146,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,94.0354,GeForce GTX 1660 SUPER,CUDA,146,2019,1530.0,1785.0,157.1,85.68,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
bmw27,90.983,GeForce GTX 1660 Ti,CUDA,146,2019,1500.0,1770.0,169.9,84.96,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
bmw27,49.5396,GeForce RTX 2070 SUPER,CUDA,146,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,130.309,GeForce GTX 1660 Ti,CUDA,146,2019,1500.0,1770.0,169.9,84.96,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
bmw27,49.4586,GeForce RTX 2070 SUPER,CUDA,146,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,118.207,AMD Radeon RX 5600M Series,OPENCL,2149.18,2020,1035.0,1265.0,182.2,80.96,RDNA 1.0,GDDR6,Navi Mobile(RX 5000M),PCIe 4.0 x16,0,0
bmw27,50.6123,GeForce RTX 2070 SUPER,CUDA,146,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,25.7906,GeForce RTX 2070 SUPER,OPTIX,131.12,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,71.9007,GeForce GTX 1080 Ti,CUDA,146,2017,1481.0,1582.0,354.4,139.2,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,235.129,GeForce GTX 1050 Ti,CUDA,146,2016,1291.0,1392.0,66.82,44.54,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,49.6781,GeForce RTX 2080,CUDA,146,2018,1515.0,1710.0,314.6,109.4,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,46,368
pavillon_barcelona,123.397,GeForce RTX 2080,OPTIX,149.76,2018,1515.0,1710.0,314.6,109.4,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,46,368
bmw27,26.2159,GeForce RTX 2080,OPTIX,131.12,2018,1515.0,1710.0,314.6,109.4,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,46,368
bmw27,40.2599,GeForce RTX 2080 Ti,CUDA,146,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
bmw27,67.7311,GeForce RTX 2070,CUDA,146,2018,1410.0,1620.0,233.3,103.7,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,36,288
bmw27,75.6995,GeForce RTX 2060,CUDA,146,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,46.6007,GeForce RTX 2070 SUPER,CUDA,146,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,79.2336,AMD Radeon RX 5700 XT,OPENCL,2149.18,2019,1605.0,1905.0,304.8,121.9,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,53.2591,GeForce RTX 2080 SUPER,CUDA,146,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,42.466,GeForce RTX 2080 SUPER,CUDA,146,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
classroom,144.124,GeForce RTX 2080 SUPER,CUDA,352.53,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
classroom,144.577,GeForce RTX 2080 SUPER,CUDA,352.53,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,43.1881,GeForce RTX 2080 SUPER,CUDA,146,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,42.4774,GeForce RTX 2080 SUPER,CUDA,146,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,169.148,Radeon RX 580 Series,OPENCL,2149.18,2017,1257.0,1340.0,193.0,42.88,GCN 4.0,GDDR5,Polaris(RX 500),PCIe 3.0 x16,0,0
bmw27,21.1299,GeForce RTX 2080 SUPER,OPTIX,131.12,2019,1650.0,1815.0,348.5,116.2,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,48,384
bmw27,79.1802,GeForce RTX 2060,CUDA,146,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,54.7267,GeForce RTX 2070 SUPER,CUDA,146,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,52.167,GeForce RTX 2080,CUDA,146,2018,1515.0,1710.0,314.6,109.4,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,46,368
bmw27,178.618,Radeon RX 580 Series,OPENCL,2137.69,2017,1257.0,1340.0,193.0,42.88,GCN 4.0,GDDR5,Polaris(RX 500),PCIe 3.0 x16,0,0
bmw27,32.8221,GeForce RTX 2080 Ti,CUDA,146,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
bmw27,150.516,GeForce GTX 1060 6GB,CUDA,146,2016,1506.0,1709.0,136.7,82.03,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,52.1371,GeForce RTX 2080,CUDA,146,2018,1515.0,1710.0,314.6,109.4,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,46,368
bmw27,63.7805,GeForce GTX 1080 Ti,CUDA,146,2017,1481.0,1582.0,354.4,139.2,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,89.0528,GeForce GTX 1070 Ti,CUDA,146,2017,1607.0,1683.0,255.8,107.7,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,88.7661,GeForce GTX 1080,CUDA,146,2016,1607.0,1733.0,277.3,110.9,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,63.126,GeForce GTX 1080 Ti,CUDA,146,2017,1481.0,1582.0,354.4,139.2,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,153.152,Radeon RX 590 Series,OPENCL,2149.18,2018,1469.0,1545.0,222.5,49.44,GCN 4.0,GDDR5,Polaris(RX 500),PCIe 3.0 x16,0,0
bmw27,173.913,GeForce GTX 1060 3GB,CUDA,146,2016,1506.0,1708.0,123.0,81.98,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,35.5406,GeForce RTX 2060,OPTIX,131.12,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
bmw27,51.4588,GeForce RTX 2080,CUDA,146,2018,1515.0,1710.0,314.6,109.4,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,46,368
classroom,1725.73,Quadro P600,CUDA,352.53,2017,1329.0,1557.0,37.37,24.91,Pascal,GDDR5,Quadro Pascal(Px000),PCIe 3.0 x16,0,0
bmw27,141.255,GeForce GTX 1650 SUPER,CUDA,146,2019,1530.0,1725.0,138.0,55.2,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
bmw27,34.1797,GeForce RTX 2080 Ti,CUDA,146,2018,1350.0,1545.0,420.2,136.0,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,68,544
bmw27,87.9887,GeForce GTX 1080,CUDA,146,2016,1607.0,1733.0,277.3,110.9,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
classroom,435.654,GeForce GTX 1650 SUPER,CUDA,352.53,2019,1530.0,1725.0,138.0,55.2,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
bmw27,90.7694,GeForce GTX 1660 SUPER,CUDA,146,2019,1530.0,1785.0,157.1,85.68,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
bmw27,64.9759,GeForce RTX 2060 SUPER,CUDA,146,2019,1470.0,1650.0,224.4,105.6,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,34,272
bmw27,110.261,GeForce GTX 1070 with Max-Q Design,CUDA,146,2017,1215.0,1379.0,176.5,88.26,Pascal,GDDR5,GeForce 10 Mobile,PCIe 3.0 x16,0,0
bmw27,35.0963,GeForce RTX 2060,OPTIX,131.12,2019,1365.0,1680.0,201.6,80.64,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,30,240
pavillon_barcelona,408.362,Radeon RX Vega 64,OPENCL,2080.66,2017,1247.0,1546.0,395.8,98.94,GCN 5.0,HBM2,Vega(RX Vega),PCIe 3.0 x16,0,0
bmw27,285.101,GeForce GTX 1050,CUDA,146,2016,1354.0,1455.0,58.2,46.56,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,146.838,GeForce GTX 1650,CUDA,146,2019,1485.0,1665.0,93.24,53.28,Turing,GDDR5,GeForce 16,PCIe 3.0 x16,0,0
bmw27,162.428,Radeon RX 580 Series,OPENCL,2149.18,2017,1257.0,1340.0,193.0,42.88,GCN 4.0,GDDR5,Polaris(RX 500),PCIe 3.0 x16,0,0
bmw27,92.3331,AMD Radeon RX 5700 XT,OPENCL,2137.69,2019,1605.0,1905.0,304.8,121.9,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,161.238,Radeon RX 580 Series,OPENCL,2149.18,2017,1257.0,1340.0,193.0,42.88,GCN 4.0,GDDR5,Polaris(RX 500),PCIe 3.0 x16,0,0
bmw27,86.5828,AMD Radeon RX 5700 XT,OPENCL,2137.69,2019,1605.0,1905.0,304.8,121.9,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,77.8678,AMD Radeon RX 5700 XT,OPENCL,2180.86,2019,1605.0,1905.0,304.8,121.9,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,75.8228,AMD Radeon RX 5700 XT,OPENCL,2180.86,2019,1605.0,1905.0,304.8,121.9,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,151.016,GeForce GTX 1650,CUDA,145.99,2019,1485.0,1665.0,93.24,53.28,Turing,GDDR5,GeForce 16,PCIe 3.0 x16,0,0
bmw27,50.8948,GeForce RTX 2070 SUPER,CUDA,146,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,91.9619,GeForce GTX 1080,CUDA,146,2016,1607.0,1733.0,277.3,110.9,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,25.7568,GeForce RTX 2070 SUPER,OPTIX,131.12,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,50.0379,GeForce RTX 2070 SUPER,CUDA,146,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,91.3061,GeForce GTX 1080,CUDA,146,2016,1607.0,1733.0,277.3,110.9,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,25.5129,GeForce RTX 2070 SUPER,OPTIX,131.12,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
bmw27,99.9468,GeForce GTX 1660,CUDA,146,2019,1530.0,1785.0,157.1,85.68,Turing,GDDR5,GeForce 16,PCIe 3.0 x16,0,0
koro,188.778,Radeon RX Vega 56,OPENCL,2369.26,2017,1156.0,1471.0,329.5,94.14,GCN 5.0,HBM2,Vega(RX Vega),PCIe 3.0 x16,0,0
bmw27,62.7429,GeForce RTX 2070 Super with Max-Q Design,CUDA,146,2020,930.0,1155.0,184.8,73.92,Turing,GDDR6,GeForce 20 Mobile,PCIe 3.0 x16,40,320
bmw27,155.276,Radeon RX 5500 XT,OPENCL,2149.18,2019,1607.0,1845.0,162.4,59.04,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x8,0,0
classroom,164.913,GeForce RTX 2080,CUDA,352.53,2018,1515.0,1710.0,314.6,109.4,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,46,368
bmw27,47.8875,GeForce RTX 2070 SUPER,CUDA,146,2019,1605.0,1770.0,283.2,113.3,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,40,320
classroom,599.099,GeForce GTX 1060 6GB,OPTIX,345.3,2016,1506.0,1709.0,136.7,82.03,Pascal,GDDR5,GeForce 10,PCIe 3.0 x16,0,0
bmw27,91.2986,AMD Radeon RX 5700 XT,OPENCL,2137.69,2019,1605.0,1905.0,304.8,121.9,RDNA 1.0,GDDR6,Navi(RX 5000),PCIe 4.0 x16,0,0
bmw27,87.5243,GeForce GTX 1080,CUDA,146,2016,1607.0,1733.0,277.3,110.9,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,1133.79,GeForce GT 630,CUDA,146,2012,810.0,810.0,12.96,3.24,Fermi,DDR3,GeForce 600,PCIe 2.0 x16,0,0
bmw27,30.2111,GeForce RTX 2060 SUPER,OPTIX,131.12,2019,1470.0,1650.0,224.4,105.6,Turing,GDDR6,GeForce 20,PCIe 3.0 x16,34,272
bmw27,59.0161,GeForce GTX 1080 Ti,CUDA,146,2017,1481.0,1582.0,354.4,139.2,Pascal,GDDR5X,GeForce 10,PCIe 3.0 x16,0,0
bmw27,140.187,GeForce GTX 1650 SUPER,CUDA,146,2019,1530.0,1725.0,138.0,55.2,Turing,GDDR6,GeForce 16,PCIe 3.0 x16,0,0
bmw27,171.587,Radeon RX 580 Series,OPENCL,1711.1,2017,1257.0,1340.0,193.0,42.88,GCN 4.0,GDDR5,Polaris(RX 500),PCIe 3.0 x16,0,0
